Any / Año;Codi_província / Código_provincia;Província / Provincia;Codi_municipi / Código_municipio;Municipi / Municipio;Registre / Registro;Centre / Centro;Codi_tipus_centre / Código_tipo_centro;Tipus_centre / Tipo_centro;Codi_dependència_funcional / Código_dependéncia_funcional;Dependència_funcional / Dependencia_funcional;Codi_règim / Código_régimen;Règim /Régimen;Adreça / Dirección
2021;3 ;ALICANTE;121;SANTA POLA;128;C.R.C. SANTA POLA;C.2.5.10;CENTROS DE RECONOCIMIENTO;20;PRIVADOS;PRI;PRIVADO;CALLE ALMIRANTE ANTEQUERA 2 1º
2021;3 ;ALICANTE;104;PETRER;130;CENTRO DE RECONOCIMIENTO CLÍNICA PETRER;C.2.5.10;CENTROS DE RECONOCIMIENTO;20;PRIVADOS;PRI;PRIVADO;AVDA MADRID (DE) 18
2021;3 ;ALICANTE;133;TORREVIEJA;131;C.R.C. CERECO;C.2.5.10;CENTROS DE RECONOCIMIENTO;20;PRIVADOS;PRI;PRIVADO;CALLE CABALLERO DE RODAS  38
2021;3 ;ALICANTE;660;ELDA;133;C.R.C. MONASTERIO 2;C.2.5.10;CENTROS DE RECONOCIMIENTO;20;PRIVADOS;PRI;PRIVADO;AVDA JOSE MARTINEZ GONZALEZ  25
2021;3 ;ALICANTE;790;IBI;134;C.R.C. CENTRO MÉDICO IBI;C.2.4;CENTROS POLIVALENTES;20;PRIVADOS;PRI;PRIVADO;PLAZA PALLA  5 ENTLO.
2021;3 ;ALICANTE;900;ALCOY/ALCOI;135;CENTRO MÉDICO CERVANTES;C.2.5.10;CENTROS DE RECONOCIMIENTO;20;PRIVADOS;PRI;PRIVADO;AVDA PAIS VALENCIA  68 BAJO 2
2021;3 ;ALICANTE;790;IBI;136;C.R.C. CENTRO MÉDICO MATOSES;C.2.4.0;CENTROS POLIVALENTES;20;PRIVADOS;PRI;PRIVADO;AVDA JUAN CARLOS I 22
2021;3 ;ALICANTE;650;ELCHE/ELX;138;C.R.C. 13 DE SEPTIEMBRE;C.2.5.10;CENTROS DE RECONOCIMIENTO;20;PRIVADOS;PRI;PRIVADO;CALLE ALFEREZ COSIDO  4 BAJO
2021;3 ;ALICANTE;650;ELCHE/ELX;139;C.R.C. CENTRO MÉDICO DE RECONOCIMIENTO TRAFIK, C.B.;C.2.5.10;CENTROS DE RECONOCIMIENTO;20;PRIVADOS;PRI;PRIVADO;CALLE ALFONSO XII  31 ENTLO P-1
2021;3 ;ALICANTE;990;ORIHUELA;143;CENTRO DE RECONOCIMIENTO CERECO-ORIHUELA;C.2.5.10;CENTROS DE RECONOCIMIENTO;20;PRIVADOS;PRI;PRIVADO;CALLE CAMPOAMOR  18 1ºB
2021;3 ;ALICANTE;930;NOVELDA;146;CRC MAYOR DE NOVELDA;C.2.5.10;CENTROS DE RECONOCIMIENTO;20;PRIVADOS;PRI;PRIVADO;CALLE MAYOR  3
2021;3 ;ALICANTE;650;ELCHE/ELX;147;CENTRO DE RECONOCIMIENTO DR. CARO;C.2.5.10;CENTROS DE RECONOCIMIENTO;20;PRIVADOS;PRI;PRIVADO;CALLE DOCTOR CARO 3
2021;3 ;ALICANTE;310;BENIDORM;149;CENTRO DE RECONOCIMIENTO CONDUCTORES - BERECO CRC;C.2.5.10;CENTROS DE RECONOCIMIENTO;20;PRIVADOS;PRI;PRIVADO;PSAJE SAN IGNACIO DE LOYOLA  3 4-1º D
2021;3 ;ALICANTE;470;CALP;151;C.R.C. CALPE 1;C.2.5.10;CENTROS DE RECONOCIMIENTO;20;PRIVADOS;PRI;PRIVADO;PLAZA CONSTITUCION, DE LA  3 2ºA
2021;3 ;ALICANTE;180;ALTEA;152;CENTRO DE RECONOCIMIENTO CEMECO;C.2.5.10;CENTROS DE RECONOCIMIENTO;20;PRIVADOS;PRI;PRIVADO;CALLE CONSTITUCION  3 1º IZQ
2021;3 ;ALICANTE;900;ALCOY/ALCOI;154;CENTRO MÉDICO ALCOY;C.2.4.0;CENTROS POLIVALENTES;20;PRIVADOS;PRI;PRIVADO;AVDA JUAN GIL - ALBERT  31
2021;3 ;ALICANTE;140;ALICANTE/ALACANT;157;CENTRO MÉDICO LUMIARES;C.2.5.10;CENTROS DE RECONOCIMIENTO;20;PRIVADOS;PRI;PRIVADO;AVDA CONDE DE LUMIARES 37
2021;3 ;ALICANTE;890;MONOVAR/MONOVER;158;CENTRO DE RECONOCIMIENTO C. MAYOR;C.2.5.10;CENTROS DE RECONOCIMIENTO;20;PRIVADOS;PRI;PRIVADO;CALLE MAYOR 104
2021;3 ;ALICANTE;660;ELDA;159;CENTRO MÉDICO VINALOPÓ;C.2.5.10;CENTROS DE RECONOCIMIENTO;20;PRIVADOS;PRI;PRIVADO;CALLE PI I MARGALL  4 ENTLO IZDA
2021;3 ;ALICANTE;140;ALICANTE/ALACANT;160;CRC UME;C.2.5.10;CENTROS DE RECONOCIMIENTO;20;PRIVADOS;PRI;PRIVADO;PLAZA CALVO SOTELO  1
2021;3 ;ALICANTE;190;ASPE;163;C.R.C. CALATAYUD;C.2.5.10;CENTROS DE RECONOCIMIENTO;20;PRIVADOS;PRI;PRIVADO;CALLE JOSÉ CREMADES 17
2021;3 ;ALICANTE;140;ALICANTE/ALACANT;165;CLINIC-ALICANTE;C.2.5.10;CENTROS DE RECONOCIMIENTO;20;PRIVADOS;PRI;PRIVADO;CALLE POETA VILA Y BLANCO  1
2021;3 ;ALICANTE;560;COCENTAINA;167;CENTRO DE RECONOCIMIENTO CEMEPSIS;C.2.5.10;CENTROS DE RECONOCIMIENTO;20;PRIVADOS;PRI;PRIVADO;AVDA PAIS VALENCIA (DEL)  97 1º 1ª
2021;3 ;ALICANTE;790;IBI;168;C.R.C. NOVA CLÍNICA;C.2.4.0;CENTROS POLIVALENTES;20;PRIVADOS;PRI;PRIVADO;CALLE 9 D'OCTUBRE  10 1º IZDA
2021;3 ;ALICANTE;820;JAVEA/XABIA;169;CENTRO DE RECONOCIMIENTOS JÁVEA;C.2.5.10;CENTROS DE RECONOCIMIENTO;20;PRIVADOS;PRI;PRIVADO;CALLE SALVADOR SALVA 6 B2
2021;3 ;ALICANTE;150;ALMORADI;170;C.R.C. DOCTOR MARAÑÓN;C.2.5.10;CENTROS DE RECONOCIMIENTO;20;PRIVADOS;PRI;PRIVADO;AVDA DOCTOR MARAÑON 5 1º- IZQDA
2021;3 ;ALICANTE;119;SANT JOAN D'ALACANT;171;CENTRO DE RECONOCIMIENTO POLICLÍNICA SAN JUAN;C.2.4.0;CENTROS POLIVALENTES;20;PRIVADOS;PRI;PRIVADO;CALLE TOMÁS CAPELO 5 BAJO
2021;3 ;ALICANTE;139;VILLAJOYOSA/VILA JOIOSA (LA);172;CENTRO DE RECONOCIMIENTO COLÓN;C.2.5.10;CENTROS DE RECONOCIMIENTO;20;PRIVADOS;PRI;PRIVADO;CALLE COLON  29 3º B
2021;3 ;ALICANTE;960;ONIL;173;C.R.C. ONIL;C.2.5.10;CENTROS DE RECONOCIMIENTO;20;PRIVADOS;PRI;PRIVADO;CALLE PORTAL  12
2021;46;VALENCIA;630;BENIMODO;176;CONSULTORIO AUXILIAR DE BENIMODO;C.2.3.2;CONSULTORIOS DE ATENCIÓN PRIMARIA;2;SERVICIOS O INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;PUB;PÚBLICO;CALLE 9 D'OCTUBRE  14
2021;46;VALENCIA;232;SINARCAS;177;CONSULTORIO AUXILIAR DE SINARCAS;C.2.3.2;CONSULTORIOS DE ATENCIÓN PRIMARIA;2;SERVICIOS O INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;PUB;PÚBLICO;CALLE EUGENIO CAÑIZARES S/N
2021;46;VALENCIA;216;ROCAFORT;178;CONSULTORIO AUXILIAR DE ROCAFORT;C.2.3.2;CONSULTORIOS DE ATENCIÓN PRIMARIA;2;SERVICIOS O INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;PUB;PÚBLICO;CALLE BARON DE TERRATEIG  5
2021;46;VALENCIA;330;ALMISERA;179;CONSULTORIO AUXILIAR DE ALMISERÀ;C.2.3.2;CONSULTORIOS DE ATENCIÓN PRIMARIA;2;SERVICIOS O INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;PUB;PÚBLICO;CALLE LEPANT (DE)  16
2021;12;CASTELLÓN;400;CASTELLÓ DE LA PLANA;180;CENTRO DE RECONOCIMIENTOS MÉDICOS CASTALIA;C.2.5.10;CENTROS DE RECONOCIMIENTO;20;PRIVADOS;PRI;PRIVADO;CALLE GALICIA  1 ENTLO B
2021;12;CASTELLÓN;400;CASTELLÓ DE LA PLANA;182;CENTRO DE RECONOCIMIENTOS MÉDICOS LA RONDA;C.2.5.10;CENTROS DE RECONOCIMIENTO;20;PRIVADOS;PRI;PRIVADO;PASEO RIBALTA  16 BAJO
2021;12;CASTELLÓN;135;VILA-REAL;183;RECONOCIMIENTOS MÉDICOS VILA-REAL;C.2.5.10;CENTROS DE RECONOCIMIENTO;20;PRIVADOS;PRI;PRIVADO;CALLE ALMASSORA 11 BAJO
2021;12;CASTELLÓN;104;SEGORBE;184;CENTRO DE RECONOCIMIENTO DE CONDUCTORES SEGORBE;C.2.5.10;CENTROS DE RECONOCIMIENTO;20;PRIVADOS;PRI;PRIVADO;CALLE CASTELLON 10
2021;12;CASTELLÓN;126;VALL D'UIXO (LA);185;CENTRO DE RECONOCIMIENTO DE CONDUCTORES  LA VALL D`UIXÒ;C.2.5.10;CENTROS DE RECONOCIMIENTO;20;PRIVADOS;PRI;PRIVADO;AVDA SUROESTE 5 BAJO BAJO
2021;12;CASTELLÓN;840;ONDA;186;CENTRO RECONOCIMIENTO CONDUCTORES ONDA;C.2.5.10;CENTROS DE RECONOCIMIENTO;20;PRIVADOS;PRI;PRIVADO;CALLE SAFONA (LA)  29 1º
2021;12;CASTELLÓN;400;CASTELLÓ DE LA PLANA;188;CENTRO DE RECONOCIMIENTOS MÉDICOS LA PLANA;C.2.5.10;CENTROS DE RECONOCIMIENTO;20;PRIVADOS;PRI;PRIVADO;CALLE CONCEPCION ARENAL  2 BAJO
2021;12;CASTELLÓN;270;BENICARLO;189;CENTRO DE RECONOCIMIENTO DE CONDUCTORES BENICARLÓ;C.2.5.10;CENTROS DE RECONOCIMIENTO;20;PRIVADOS;PRI;PRIVADO;CALLE CRISTO DEL MAR 53 1º B
2021;12;CASTELLÓN;138;VINAROS;190;C.R.C. CENTRO DE VALORACIÓN DEL CONDUCTOR;C.2.5.10;CENTROS DE RECONOCIMIENTO;20;PRIVADOS;PRI;PRIVADO;PLAZA SAN ANTONIO 15 BAJO
2021;12;CASTELLÓN;135;VILA-REAL;193;C.R.M. SANT PASQUAL;C.2.5.10;CENTROS DE RECONOCIMIENTO;20;PRIVADOS;PRI;PRIVADO;CALLE MAJOR SANT JAUME 30
2021;12;CASTELLÓN;126;VALL D'UIXO (LA);194;CENTRO DE RECONOCIMIENTOS MÉDICOS AVENIDA;C.2.5.10;CENTROS DE RECONOCIMIENTO;20;PRIVADOS;PRI;PRIVADO;CALLE VICENTE PEIRATS MONTON 25 BAJO
2021;12;CASTELLÓN;500;ALCORA (L');195;C.R.C. L'ALCORA CB;C.2.5.10;CENTROS DE RECONOCIMIENTO;20;PRIVADOS;PRI;PRIVADO;CALLE PEIRO 2 2º
2021;46;VALENCIA;250;VALÈNCIA;198;FUNDACIÓN APROVAT DE LA COMUNIDAD VALENCIANA;C.3;SERVICIOS SANITARIOS INTEGRADOS EN UNA ORGANIZACIÓN NO SANITARIA;22;ORGANIZACIONES NO GUBERNAMENTALES;PRI;PRIVADO;CALLE CIRILO AMORÓS 14 5ª
2021;46;VALENCIA;231;SIMAT DE LA VALLDIGNA;199;CONSULTORIO AUXILIAR DE SIMAT DE LA VALLDIGNA;C.2.3.2;CONSULTORIOS DE ATENCIÓN PRIMARIA;2;SERVICIOS O INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;PUB;PÚBLICO;CALLE RAMIRO CALATAYUD  5
2021;46;VALENCIA;136;GODELLETA;200;CONSULTORIO AUXILIAR DE GODELLETA;C.2.3.2;CONSULTORIOS DE ATENCIÓN PRIMARIA;2;SERVICIOS O INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;PUB;PÚBLICO;CALLE COMUNIDAD VALENCIANA S/N
2021;12;CASTELLÓN;330;CABANES;201;CONSULTORIO AUXILIAR DE CABANES;C.2.3.2;CONSULTORIOS DE ATENCIÓN PRIMARIA;2;SERVICIOS O INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;PUB;PÚBLICO;CALLE RAMON I CAJAL S/N
2021;12;CASTELLÓN;330;CABANES;202;CONSULTORIO AUXILIAR DE LA RIBERA DE CABANES;C.2.3.2;CONSULTORIOS DE ATENCIÓN PRIMARIA;2;SERVICIOS O INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;PUB;PÚBLICO;CALLE AMBULATORI  3
2021;3 ;ALICANTE;800;JACARILLA;203;CONSULTORIO AUXILIAR DE JACARILLA;C.2.3.2;CONSULTORIOS DE ATENCIÓN PRIMARIA;2;SERVICIOS O INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;PUB;PÚBLICO;AVDA PAZ (LA)  S/N
2021;46;VALENCIA;230;SILLA;206;CENTRO ASISTENCIAL ASEPEYO SILLA;C.3;SERVICIOS SANITARIOS INTEGRADOS EN UNA ORGANIZACIÓN NO SANITARIA;21;MUTUAS DE ACCIDENTES DE TRABAJO Y ENFERMEDADES PROFESIONALES;PRI;PRIVADO;CALLE ALACANT 060
2021;3 ;ALICANTE;122;SAN VICENTE DEL RASPEIG/SANT VICENT DEL RASPEIG;207;C.R.C. SAN VICENTE DEL RASPEIG;C.2.5.10;CENTROS DE RECONOCIMIENTO;20;PRIVADOS;PRI;PRIVADO;CALLE PINTOR SOROLLA  5
2021;12;CASTELLÓN;390;CASTELLNOVO;208;CONSULTORIO AUXILIAR DE CASTELLNOVO;C.2.3.2;CONSULTORIOS DE ATENCIÓN PRIMARIA;2;SERVICIOS O INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;PUB;PÚBLICO;CALLE SECANO  1
2021;3 ;ALICANTE;640;DOLORES;210;C.C.A.P. DE DOLORES;C.2.3.2;CONSULTORIOS DE ATENCIÓN PRIMARIA;6;MUNICIPIO;PUB;PÚBLICO;PLAZA ESPAÑA S/N
2021;3 ;ALICANTE;310;BENIDORM;213;CENTRO ASISTENCIAL ASEPEYO BENIDORM;C.3;SERVICIOS SANITARIOS INTEGRADOS EN UNA ORGANIZACIÓN NO SANITARIA;21;MUTUAS DE ACCIDENTES DE TRABAJO Y ENFERMEDADES PROFESIONALES;PRI;PRIVADO;CALLE LA NUCIA ESQ. AVDA. BENIARDA  S/N
2021;12;CASTELLÓN;570;ESLIDA;215;CONSULTORIO AUXILIAR DE ESLIDA;C.2.3.2;CONSULTORIOS DE ATENCIÓN PRIMARIA;2;SERVICIOS O INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;PUB;PÚBLICO;CALLE FRANCISCO MONDRAGON  2
2021;46;VALENCIA;860;CARRICOLA;216;CONSULTORIO DE ATENCIÓN PRIMARIA DE CARRÍCOLA;C.2.3.2;CONSULTORIOS DE ATENCIÓN PRIMARIA;2;SERVICIOS O INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;PUB;PÚBLICO;PLAZA CONSTITUCIO  5
2021;46;VALENCIA;228;SERRA;219;CONSULTORIO AUXILIAR DE SERRA;C.2.3.2;CONSULTORIOS DE ATENCIÓN PRIMARIA;2;SERVICIOS O INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;PUB;PÚBLICO;CALLE SAGUNTO  31
2021;46;VALENCIA;198;POTRIES;220;CONSULTORIO AUXILIAR DE POTRÍES;C.2.3.2;CONSULTORIOS DE ATENCIÓN PRIMARIA;2;SERVICIOS O INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;PUB;PÚBLICO;CALLE L'ERMITA  SN
2021;46;VALENCIA;250;VALÈNCIA;223;C.R.C. EDAS;C.2.5.10;CENTROS DE RECONOCIMIENTO;20;PRIVADOS;PRI;PRIVADO;AVDA OEST 47 3ª
2021;46;VALENCIA;500;ALAQUAS;225;C.R.C. ALAQUAS;C.2.5.10;CENTROS DE RECONOCIMIENTO;20;PRIVADOS;PRI;PRIVADO;PSAJE AMADEO AGUILAR LABORDA  1 1
2021;46;VALENCIA;102;QUART DE POBLET;226;C.R.C. QUART;C.2.5.10;CENTROS DE RECONOCIMIENTO;20;PRIVADOS;PRI;PRIVADO;AVDA SANT ONOFRE  37 6
2021;46;VALENCIA;250;VALÈNCIA;230;C.R.C - CLÍNICA MÉDICA ALMIRANTE CADARSO;C.2.4.0;CENTROS POLIVALENTES;20;PRIVADOS;PRI;PRIVADO;CALLE ALMIRANTE CADARSO  14 4
2021;46;VALENCIA;250;VALÈNCIA;231;C.R.C. CREVASA;C.2.5.10;CENTROS DE RECONOCIMIENTO;20;PRIVADOS;PRI;PRIVADO;CALLE MORA DE RUBIOLS 6 BAJO
2021;46;VALENCIA;250;VALÈNCIA;236;REMEPSI;C.2.5.10;CENTROS DE RECONOCIMIENTO;20;PRIVADOS;PRI;PRIVADO;PLAZA VANNES 1 - BJ - 3D LA ENTRADA FISICA DEL CENTRO ESTÁ EN C/ PADRE JOFRE, JUNTO A PLAZA VANNES
2021;46;VALENCIA;184;ONTINYENT;237;C.R.C. CENTRO MÉDICO ONTINYENT;C.2.5.10;CENTROS DE RECONOCIMIENTO;20;PRIVADOS;PRI;PRIVADO;CALLE DEL MUSIC VERT  12 BAJO
2021;46;VALENCIA;131;GANDIA;242;C.R.C. LA SAFOR;C.2.5.10;CENTROS DE RECONOCIMIENTO;20;PRIVADOS;PRI;PRIVADO;CALLE APARISI I GUIJARRO 1 8
2021;46;VALENCIA;190;ALCUDIA (L');244;CENTRE MÉDIC L'ALCÚDIA;C.2.4.0;CENTROS POLIVALENTES;20;PRIVADOS;PRI;PRIVADO;CALLE SANTIAGO APOSTOL  2 1
2021;46;VALENCIA;290;ALGEMESI;245;C.R.C. ALGEMESI;C.2.5.10;CENTROS DE RECONOCIMIENTO;20;PRIVADOS;PRI;PRIVADO;CALLE MERCAT (DEL) 5 2
2021;46;VALENCIA;145;XATIVA;246;CENTRO DE RECONOCIMIENTO PSICO-MÉDICO;C.2.5.10;CENTROS DE RECONOCIMIENTO;20;PRIVADOS;PRI;PRIVADO;PSAJE HOSTAL DEL LLEO  S/N
2021;46;VALENCIA;202;POBLA DE VALLBONA (LA);247;CENTRO DE RECONOCIMIENTO DE CONDUCTORES SERMESA LA POBLA DE VALLBONA;C.2.5.10;CENTROS DE RECONOCIMIENTO;20;PRIVADOS;PRI;PRIVADO;AVDA D. JOSÉ GARRIDO FARGA 47
2021;46;VALENCIA;220;SAGUNTO/SAGUNT;248;CENTRO DE RECONOCIMIENTOS PUERTO DE SAGUNTO C.B.;C.2.5.10;CENTROS DE RECONOCIMIENTO;20;PRIVADOS;PRI;PRIVADO;CALLE VIRGEN DE BEGOÑA 6 1º - 1ª PUERTO DE SAGUNTO
2021;46;VALENCIA;250;VALÈNCIA;250;INSTITUTO DE PSICOLOGÍA Y MEDICINA DE TRÁFICO, S.L.;C.2.5.10;CENTROS DE RECONOCIMIENTO;20;PRIVADOS;PRI;PRIVADO;CALLE GASCO OLIAG  8 1
2021;46;VALENCIA;830;CARCAIXENT;251;CENTRO DE RECONOCIMIENTO DE CONDUCTORES GARRIGUES S.C.P.;C.2.5.10;CENTROS DE RECONOCIMIENTO;20;PRIVADOS;PRI;PRIVADO;CALLE ECHEGARAY, D' 3 3
2021;46;VALENCIA;220;SAGUNTO/SAGUNT;253;C.R.C. C/ GENERAL CANINO DE SAGUNTO;C.2.5.10;CENTROS DE RECONOCIMIENTO;20;PRIVADOS;PRI;PRIVADO;CALLE GENERAL CANINO  10 BAJO
2021;46;VALENCIA;230;SILLA;254;C.R.M. SILLA;C.2.4.0;CENTROS POLIVALENTES;20;PRIVADOS;PRI;PRIVADO;RBLA INDEPENDENCIA 18 3ª
2021;46;VALENCIA;164;MASSAMAGRELL;256;C.R.C. MASSAMAGRELL;C.2.5.10;CENTROS DE RECONOCIMIENTO;20;PRIVADOS;PRI;PRIVADO;CALLE SAN JUAN 8 1
2021;46;VALENCIA;145;XATIVA;257;CENTRE MÉDIC DE CONDUCTORS, XÀTIVA;C.2.5.10;CENTROS DE RECONOCIMIENTO;20;PRIVADOS;PRI;PRIVADO;AVDA ALAMEDA JAUME I 21 1º
2021;46;VALENCIA;171;MONCADA;258;AUTOSAL-CRC;C.2.5.10;CENTROS DE RECONOCIMIENTO;20;PRIVADOS;PRI;PRIVADO;PLAZA CREU DE QUINTANA  9 1
2021;46;VALENCIA;600;BENIFAIO;261;BENICEM CENTRO MÉDICO;C.2.5.10;CENTROS DE RECONOCIMIENTO;20;PRIVADOS;PRI;PRIVADO;CALLE SANTA BARBERA  18
2021;46;VALENCIA;780;BURJASSOT;263;C.R.C. VIRGEN DE LA CABEZA;C.2.5.10;CENTROS DE RECONOCIMIENTO;20;PRIVADOS;PRI;PRIVADO;AVDA AUSIAS MARCH  46 2ª
2021;46;VALENCIA;170;ALZIRA;265;GARMYSA;C.2.5.10;CENTROS DE RECONOCIMIENTO;20;PRIVADOS;PRI;PRIVADO;CALLE AVINGUDA DRET DE REUNIÓ 4
2021;46;VALENCIA;110;XIRIVELLA;267;C.R.C. XIRIVELLA;C.2.5.10;CENTROS DE RECONOCIMIENTO;20;PRIVADOS;PRI;PRIVADO;AVDA DEL CAMI NOU  48 1
2021;46;VALENCIA;810;CANALS;268;CRC CLÍNICA SANCHO - LLORENS;C.2.5.10;CENTROS DE RECONOCIMIENTO;20;PRIVADOS;PRI;PRIVADO;AVDA CORTS VALENCIANES  102 BAJO
2021;46;VALENCIA;250;VALÈNCIA;269;CLÍNICA SUECIA;C.2.4.0;CENTROS POLIVALENTES;20;PRIVADOS;PRI;PRIVADO;AVDA SUECIA  29 ACC BAJO
2021;46;VALENCIA;130;ALBORAYA;272;CENTRO DE RECONOCIMIENTO DE CONDUCTORES Y ARMAS ALBORAYA;C.2.5.10;CENTROS DE RECONOCIMIENTO;20;PRIVADOS;PRI;PRIVADO;CALLE BENIMACLET 22 8ª
2021;46;VALENCIA;235;SUECA;279;C.R.C. VALL;C.2.5.10;CENTROS DE RECONOCIMIENTO;20;PRIVADOS;PRI;PRIVADO;CALLE VALL  18 BAJO
2021;46;VALENCIA;181;OLIVA;281;C.R.C. EL REBOLLET;C.2.5.10;CENTROS DE RECONOCIMIENTO;20;PRIVADOS;PRI;PRIVADO;CTRA CONVENT DEL  36
2021;46;VALENCIA;250;VALÈNCIA;282;CENTRO MÉDICO ACORAZADO;C.2.5.10;CENTROS DE RECONOCIMIENTO;20;PRIVADOS;PRI;PRIVADO;CALLE ACORAZADO  2 1
2021;46;VALENCIA;250;VALÈNCIA;283;C.R.C. CENTRO MÉDICO ALGIRÓS;C.2.5.10;CENTROS DE RECONOCIMIENTO;20;PRIVADOS;PRI;PRIVADO;CALLE POBLA DE FARNALS  25 BAJO
2021;46;VALENCIA;169;MISLATA;284;CENTRO MÉDICO MISLATA C.B.;C.2.5.10;CENTROS DE RECONOCIMIENTO;20;PRIVADOS;PRI;PRIVADO;CALLE SANTA TERESA  25 LOCAL 3
2021;46;VALENCIA;580;BENIFAIRO DE LES VALLS;285;C.R.C. LES VALLS;C.2.5.10;CENTROS DE RECONOCIMIENTO;20;PRIVADOS;PRI;PRIVADO;CALLE ANTONI LAZARO 70 BAJO 2
2021;46;VALENCIA;159;MANISES;287;CENTRO DE RECONOCIMIENTOS MÉDICO PSICOLÓGICOS MANISES;C.2.5.10;CENTROS DE RECONOCIMIENTO;20;PRIVADOS;PRI;PRIVADO;CALLE MAESTRO GUILLEM  36 B
2021;46;VALENCIA;147;LLIRIA;289;CRC CEMEC;C.2.5.10;CENTROS DE RECONOCIMIENTO;20;PRIVADOS;PRI;PRIVADO;CALLE SANT VICENT (DE)  32 2
2021;46;VALENCIA;210;ALDAIA;293;CRC ALDAIA-ALAQUAS;C.2.5.10;CENTROS DE RECONOCIMIENTO;20;PRIVADOS;PRI;PRIVADO;AVDA DOS DE MAYO  14 2
2021;3 ;ALICANTE;902;PILAR DE LA HORADADA;297;CENTRO DE RECONOCIMIENTOS;C.2.5.10;CENTROS DE RECONOCIMIENTO;20;PRIVADOS;PRI;PRIVADO;CALLE TRIANA 14
2021;12;CASTELLÓN;400;ALCALA DE XIVERT;298;CONSULTA MÉDICA CUCALA Y BARCELÓ;C.2.1;CONSULTAS MÉDICAS;20;PRIVADOS;PRI;PRIVADO;URB HABITAT (ALCOSSEBRE) 1 H
2021;12;CASTELLÓN;400;CASTELLÓ DE LA PLANA;299;CENTRO MÉDICO ASISTENCIAL MADRID OCHO;C.2.1;CONSULTAS MÉDICAS;20;PRIVADOS;PRI;PRIVADO;CALLE MADRID  8 BAJO
2021;46;VALENCIA;250;VALÈNCIA;301;C.R.C. CENTRO 7, S.L.;C.2.5.10;CENTROS DE RECONOCIMIENTO;20;PRIVADOS;PRI;PRIVADO;CALLE MORA DE RUBIELOS  1 BAJO
2021;46;VALENCIA;109;CHESTE;302;CENTRO ASISTENCIAL DE UNIÓN DE MUTUAS DE CHESTE;C.3;SERVICIOS SANITARIOS INTEGRADOS EN UNA ORGANIZACIÓN NO SANITARIA;21;MUTUAS DE ACCIDENTES DE TRABAJO Y ENFERMEDADES PROFESIONALES;PRI;PRIVADO;CALLE CHIVA  19
2021;3 ;ALICANTE;140;VILLENA;303;UNIDAD DE SALUD SEXUAL Y REPRODUCTIVA DE VILLENA;C.2.5.90;OTROS CENTROS ESPECIALIZADOS;2;SERVICIOS O INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;PUB;PÚBLICO;CALLE SAN FRANCISCO  1
2021;3 ;ALICANTE;790;IBI;304;UNIDAD DE SALUD SEXUAL Y REPRODUCTIVA DE IBI;C.2.5.90;OTROS CENTROS ESPECIALIZADOS;2;SERVICIOS O INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;PUB;PÚBLICO;CALLE JAUME I  98
2021;3 ;ALICANTE;480;CALLOSA D'EN SARRIA;305;UNIDAD DE SALUD SEXUAL Y REPRODUCTIVA DE CALLOSA D'EN SARRIÁ;C.2.5.90;OTROS CENTROS ESPECIALIZADOS;2;SERVICIOS O INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;PUB;PÚBLICO;CALLE MIRANTBO  S/N
2021;3 ;ALICANTE;104;PETRER;307;UNIDAD DE SALUD SEXUAL Y REPRODUCTIVA PETRER;C.2.5.90;OTROS CENTROS ESPECIALIZADOS;2;SERVICIOS O INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;PUB;PÚBLICO;CALLE CURA JESUS ZARAGOZA  3
2021;3 ;ALICANTE;630;DENIA;308;C.P.F. MUNICIPAL DE DÉNIA;C.2.5.90;OTROS CENTROS ESPECIALIZADOS;6;MUNICIPIO;PUB;PÚBLICO;PLAZA JAUME I  S/N
2021;46;VALENCIA;220;SAGUNTO/SAGUNT;309;C.R.C. DIANA;C.2.5.10;CENTROS DE RECONOCIMIENTO;20;PRIVADOS;PRI;PRIVADO;CALLE DIANA  9 1
